rok;okrsek;strana;pocet_hlasu_abs;pocet_hlasu_perc
2018;2002;ANO 2011;2748;34.04
2014;6006;Sdružení pro Pard. - SNK ED,NK;299;9.00
2018;1010;ANO 2011;2089;23.62
2010;73;SDRUŽENÍ PRO PARDUBICE;2130;20.35
2006;87;Občanská demokratická strana;3508;32.61
2014;1016;ANO 2011;993;14.86
2018;1005;ČSSD a nestran. pro Pardubice;310;4.25
2014;2007;Koal. pro Pard., KDU-ČSL,NESTR;227;2.94
2014;4004;Občanská demokratická strana;801;13.87
2018;1003;Komunistická str.Čech a Moravy;481;4.83
2014;1001;Strana zelených;604;6.54
2018;2012;Občanská demokratická strana;1422;15.42
2002;25;Pravý Blok;5;0.07
2014;8001;Pard. pro lidi a Souk SsČR,PPL;779;36.83
2018;2015;JAUNER Československo 2018;2;0.02
2010;58;Koalice pro Pardubice;657;5.76
2018;3004;Komunistická str.Čech a Moravy;480;5.67
2014;1010;NEZÁVISLÍ;16;0.17
2014;1005;ANO 2011;1269;18.09
2014;2015;TOP 09 a nezávislí;500;5.28
2010;58;Komunistická str.Čech a Moravy;1379;12.08
2014;3007;Svobodní, Strana svobod.občanů;569;4.87
2010;60;Volte Pr.Blok www.cibulka.net;8;0.12
2002;84;Pravý Blok;4;0.09
2014;2009;ANO 2011;1247;17.38
2018;1003;ČSSD a nestran. pro Pardubice;630;6.32
2010;75;PERNŠTEJN -pol.str.ALTERNATIVA;105;1.34
2014;2016;Sdružení pro Pard. - SNK ED,NK;880;9.19
2014;1004;DOMOV;6;0.07
2002;76;Pravý Blok;2;0.02
2006;25;Občanská demokratická strana;2732;32.64
2018;5013;Koalice pro Pardubice;474;7.17
2018;1017;Pardubice pro lidi;163;2.64
2018;5005;NAŠE PARDUBICE;546;5.45
2018;5001;Svob.a př.dem.-T.Okamura (SPD);645;5.60
2018;5006;Strana soukromníků ČR;8;0.08
2014;2001;DOMOV;42;0.40
2018;3011;Koalice pro Pardubice;1164;8.33
2002;45;Pravý Blok;4;0.04
2018;5012;Komunistická str.Čech a Moravy;558;6.47
2010;71;Občanská demokratická strana;2943;22.72
2006;90;Sdružení pro Pardubice;2671;31.00
2018;2009;Sdružení pro Pardubice;484;5.08
2014;2010;ANO 2011;1789;21.63
2002;56;Česká str.sociálně demokrat.;1188;15.12
2018;1010;Koalice pro Pardubice;741;8.38
2018;5009;PRO Zdraví a Sport;45;0.44
2006;90;Komunistická str.Čech a Moravy;1215;14.10
2010;75;Zelená pro Pardubice (SZ, NK);166;2.13
2002;28;Česká str.sociálně demokrat.;2588;22.30
2010;18;Česká str.sociálně demokrat.;2151;15.68
2014;1006;DOMOV;214;2.37
2018;5006;JAUNER Československo 2018;1;0.01
2006;73;Zelená pro Pardubice;1034;9.36
2014;5012;Česká str.sociálně demokrat.;910;12.00
2002;3;Pravý Blok;2;0.02
2018;1006;Občanská demokratická strana;1937;19.12
2010;13;Komunistická str.Čech a Moravy;1241;10.95
2014;6005;NEZÁVISLÍ;358;9.76
2006;56;Zelená pro Pardubice;1495;16.22
2002;50;Sdružení pro Pardubice;1770;20.03
2010;47;Koalice pro Pardubice;447;3.16
2018;7004;Občanská demokratická strana;757;10.34
2002;73;Nezávislí Pardubičtí kandidáti;169;1.72
2002;72;Občanská demokratická strana;5227;31.02
2018;3009;Komunistická str.Čech a Moravy;501;5.30
2018;1003;Sdružení pro Pardubice;495;4.97
2002;65;Občanská demokratická strana;3419;38.82
2010;4;Strana Práv Občanů ZEMANOVCI;132;1.24
2002;8;Nezávislí Pardubičtí kandidáti;54;1.69
2014;1020;ANO 2011;2177;29.17
2002;54;Strana za životní jistoty;12;0.14
2006;21;Komunistická str.Čech a Moravy;952;8.00
2010;32;Komunistická str.Čech a Moravy;669;7.07
2002;65;Česká str.sociálně demokrat.;688;7.81
2006;67;Komunistická str.Čech a Moravy;1592;13.02
2010;80;Strana Práv Občanů ZEMANOVCI;483;2.79
2014;1003;Česká str.sociálně demokrat.;1396;17.03
2010;27;PERNŠTEJN -pol.str.ALTERNATIVA;276;2.05
2006;34;Občanská demokratická strana;3624;40.28
2006;47;Sdružení pro Pardubice;2247;18.96
2010;42;Volte Pr.Blok www.cibulka.net;29;0.27
2010;56;Česká str.sociálně demokrat.;2642;30.86
2014;6006;Úsvit přímé demokracie;7;0.21
2014;6001;NEZÁVISLÍ;1098;7.31
2010;24;Občanská demokratická strana;1334;14.01
2010;39;Občanská demokratická strana;3701;16.86
2014;1011;Úsvit přímé demokracie;33;0.36
2018;5003;Pardubice pro lidi;74;1.11
2010;73;Občanská demokratická strana;1517;14.49
2014;1015;Sdružení pro Pard. - SNK ED,NK;899;9.22
2010;78;Česká str.sociálně demokrat.;2671;21.75
2014;1005;TOP 09 a nezávislí;145;2.07
2006;29;NEZ.DEMOKRATÉ(předs.V.Železný);25;0.19
2010;49;Volte Pr.Blok www.cibulka.net;11;0.08
2014;3012;Naše Pardubice, FairPlay,NK;480;3.48
2014;7002;Úsvit přímé demokracie;98;0.80
2010;31;Komunistická str.Čech a Moravy;1029;12.98
2014;2019;Pard. pro lidi a Souk SsČR,PPL;324;4.27
2014;1002;NEZÁVISLÍ;22;0.30
2006;61;Koruna Česká (monarch.strana);1;0.01
2014;6004;Úsvit přímé demokracie;231;1.89
2002;51;Unie svobody-Demokratická unie;1008;7.03
2018;2012;ANO 2011;2697;29.25
2014;2011;TOP 09 a nezávislí;251;3.65
2006;37;Koal.pro Pard.,KDU-ČSL+Nestran;445;4.74
2014;3002;Komunistická str.Čech a Moravy;936;11.22
2014;6006;Česká str.sociálně demokrat.;515;15.51
2018;3001;ANO 2011;2131;28.26
2002;68;Sdružení pro Pardubice;1468;11.06
2010;76;Koalice pro Pardubice;525;5.63
2014;6004;Komunistická str.Čech a Moravy;826;6.74
2010;68;Koalice pro Pardubice;490;4.15
2002;80;NEZÁVISLÍ;238;2.45
2018;5001;ČSSD a nestran. pro Pardubice;748;6.49
2002;86;Občanská demokratická strana;5234;33.97
2010;69;Volte Pr.Blok www.cibulka.net;22;0.17
2002;67;Nezávislí Pardubičtí kandidáti;106;0.82
2010;89;Koalice pro Pardubice;287;3.77
2010;42;Věci veřejné (VV);395;3.72
2018;4004;Komunistická str.Čech a Moravy;768;10.62
2018;5016;PRO Zdraví a Sport;108;1.14
2014;3008;DOMOV;22;0.21
2002;19;Pravý Blok;42;0.37
2006;78;Komunistická str.Čech a Moravy;1196;11.45
2014;2018;TOP 09 a nezávislí;640;6.93
2014;2013;Komunistická str.Čech a Moravy;804;7.82
2014;4003;Pard. pro lidi a Souk SsČR,PPL;114;0.89
2018;5011;PRO Zdraví a Sport;211;1.60
2018;1021;Svob.a př.dem.-T.Okamura (SPD);161;1.37
2018;5016;Občanská demokratická strana;1803;19.00
2014;3011;TOP 09 a nezávislí;776;5.83
2002;32;NEZÁVISLÍ;235;2.00
2002;77;Strana za životní jistoty;9;0.10
2018;2007;ANO 2011;3045;36.07
2006;58;Česká str.sociálně demokrat.;608;5.71
2018;5009;Komunistická str.Čech a Moravy;1154;11.41
2018;4004;Pardubáci společně;545;7.53
2002;57;Nezávislí Pardubičtí kandidáti;258;1.38
2002;86;Česká str.sociálně demokrat.;2200;14.28
2002;52;Sdružení pro Pardubice;1849;14.05
2014;2009;NEZÁVISLÍ;21;0.29
2002;47;Naděje;519;4.99
2006;41;Zelená pro Pardubice;655;5.90
2018;7001;ANO 2011;4821;31.68
2010;13;TOP 09 a nezávislí;896;7.91
2010;51;Zelená pro Pardubice (SZ, NK);383;2.63
2014;7005;PATRIOTI PARDUBIC, PATRIOTI,NK;750;8.50
2018;4005;Pardubice pro lidi;333;1.95
2014;1019;Komunistická str.Čech a Moravy;304;3.47
2014;1020;Úsvit přímé demokracie;8;0.11
2002;77;NEZÁVISLÍ;342;3.75
2002;59;NEZÁVISLÍ;712;6.16
2018;5004;JAUNER Československo 2018;2;0.03
2014;1015;PATRIOTI PARDUBIC, PATRIOTI,NK;509;5.22
2010;56;PARDUBÁCI;1007;11.76
2018;3004;ANO 2011;2867;33.86
2010;7;Občanská demokratická strana;1432;14.80
2014;3005;PARDUBÁCI,Sdružení ČSR, NK;1362;9.94
2006;48;Sdružení pro Pardubice;2624;20.63
2002;14;NEZÁVISLÍ;267;3.24
2018;2012;NAŠE PARDUBICE;344;3.73
2006;78;NEZ.DEMOKRATÉ(předs.V.Železný);38;0.36
2002;77;Naděje;254;2.79
2010;64;SDRUŽENÍ PRO PARDUBICE;1351;17.74
2010;15;Strana Práv Občanů ZEMANOVCI;179;1.46
2014;1020;ZEMANOVCI, Sdružení SPO, NK;24;0.32
2018;1008;Pardubáci společně;570;8.19
2018;1005;PRO Zdraví a Sport;101;1.38
2010;74;Strana Práv Občanů ZEMANOVCI;91;1.22
2018;1013;Sdružení pro Pardubice;825;7.92
2018;7006;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;0;0.00
2018;1008;Občanská demokratická strana;1358;19.50
2006;16;Česká str.sociálně demokrat.;1087;14.86
2002;65;Naděje;408;4.63
2018;1022;Pardubice pro lidi;279;2.47
2002;18;Strana za životní jistoty;37;0.26
2010;86;SDRUŽENÍ PRO PARDUBICE;5460;25.67
2010;53;PARDUBÁCI;2389;14.41
2018;1018;JAUNER Československo 2018;0;0.00
2002;34;Česká str.sociálně demokrat.;1773;21.58
2002;78;NEZÁVISLÍ;447;4.05
2014;5005;Svobodní, Strana svobod.občanů;426;4.39
2014;2016;PATRIOTI PARDUBIC, PATRIOTI,NK;393;4.10
2014;1017;Česká str.sociálně demokrat.;776;13.01
2014;4005;ZEMANOVCI, Sdružení SPO, NK;7;0.05
2014;7003;ZEMANOVCI, Sdružení SPO, NK;95;0.43
2018;5004;Sdružení pro Pardubice;559;7.31
2002;41;Komunistická str.Čech a Moravy;2429;19.72
2010;61;Komunistická str.Čech a Moravy;1624;12.53
2010;54;Komunistická str.Čech a Moravy;1001;7.39
2014;2004;Sdružení pro Pard. - SNK ED,NK;753;8.89
2014;2013;ANO 2011;2481;24.12
2010;17;PERNŠTEJN -pol.str.ALTERNATIVA;73;1.02
2018;2003;ČSSD a nestran. pro Pardubice;645;6.85
2002;77;Křesť.demokr.unie-Čs.str.lid.;692;7.59
2006;44;Sdružení pro Pardubice;2347;24.38
2002;31;Česká str.sociálně demokrat.;1969;23.12
2018;4002;Pardubáci společně;1483;12.40
2002;82;NEZÁVISLÍ;485;4.15
2002;78;Sdružení pro Pardubice;1578;14.31
2010;42;SDRUŽENÍ PRO PARDUBICE;2194;20.68
2018;5005;JAUNER Československo 2018;0;0.00
2002;37;Česká str.sociálně demokrat.;2082;21.38
2002;6;NEZÁVISLÍ;494;4.39
2010;7;Volte Pr.Blok www.cibulka.net;19;0.20
2010;89;PERNŠTEJN -pol.str.ALTERNATIVA;86;1.13
2002;33;Občanská demokratická strana;4278;39.97
2002;26;Unie svobody-Demokratická unie;339;3.48
2002;69;Unie svobody-Demokratická unie;528;4.17
2010;67;PARDUBÁCI;925;7.44
2010;43;PERNŠTEJN -pol.str.ALTERNATIVA;138;1.04
2018;5015;Česká pirátská strana;1144;10.27
2006;80;Česká str.sociálně demokrat.;1470;13.75
2006;31;Zelená pro Pardubice;409;5.58
2010;21;SDRUŽENÍ PRO PARDUBICE;2993;23.88
2010;56;Komunistická str.Čech a Moravy;420;4.91
2002;50;Naděje;454;5.14
2014;5007;Občanská demokratická strana;792;9.43
2006;60;Sdružení pro Pardubice;1297;19.97
2014;2002;PATRIOTI PARDUBIC, PATRIOTI,NK;228;2.83
2010;74;Občanská demokratická strana;1034;13.91
2002;8;Česká str.sociálně demokrat.;399;12.46
2014;2005;Komunistická str.Čech a Moravy;635;8.85
2006;70;Česká str.sociálně demokrat.;2082;17.18
2014;3005;Česká str.sociálně demokrat.;740;5.40
2014;2005;Sdružení pro Pard. - SNK ED,NK;636;8.86
2002;62;Sdružení pro Pardubice;1746;17.37
2010;4;Volte Pr.Blok www.cibulka.net;6;0.06
2014;1018;Česká str.sociálně demokrat.;943;8.15
2002;24;Občanská demokratická strana;3332;38.05
2010;78;Zelená pro Pardubice (SZ, NK);404;3.29
2014;2003;ANO 2011;1861;18.35
2006;55;Zelená pro Pardubice;1210;9.18
2002;88;Občanská demokratická strana;3898;26.84
2010;64;Zelená pro Pardubice (SZ, NK);226;2.97
2010;47;Zelená pro Pardubice (SZ, NK);269;1.90
2006;66;Zelená pro Pardubice;820;7.24
2018;1010;NAŠE PARDUBICE;474;5.36
2018;1011;Strana soukromníků ČR;79;0.70
2014;5017;Koal. pro Pard., KDU-ČSL,NESTR;698;6.03
2018;2016;JAUNER Československo 2018;1;0.01
2002;34;NEZÁVISLÍ;331;4.03
2014;1021;Komunistická str.Čech a Moravy;452;4.26
2014;1011;ZEMANOVCI, Sdružení SPO, NK;43;0.46
2010;59;SDRUŽENÍ PRO PARDUBICE;2626;17.74
2018;3011;Komunistická str.Čech a Moravy;553;3.96
2002;38;Komunistická str.Čech a Moravy;2016;16.74
2006;31;NEZ.DEMOKRATÉ(předs.V.Železný);27;0.37
2014;3006;Česká str.sociálně demokrat.;1221;10.48
2014;5004;Komunistická str.Čech a Moravy;491;6.98
2018;7001;PRO Zdraví a Sport;122;0.80
2018;1012;Pardubáci společně;1145;9.82
2002;44;Unie svobody-Demokratická unie;617;5.50
2018;2014;ANO 2011;2125;24.91
2002;55;Občanská demokratická strana;4942;35.82
2010;52;Zelená pro Pardubice (SZ, NK);332;2.10
2014;2016;Občanská demokratická strana;1005;10.50
2018;1009;Pardubice pro lidi;318;3.67
2002;19;Občanská demokratická strana;4784;41.82
2006;69;Česká str.sociálně demokrat.;1920;14.98
2018;6005;Česká pirátská strana;480;10.62
2002;39;Naděje;704;3.43
2018;2013;Sdružení pro Pardubice;938;8.36
2010;71;SDRUŽENÍ PRO PARDUBICE;1674;12.92
2014;2019;ZEMANOVCI, Sdružení SPO, NK;8;0.11
2006;79;NEZ.DEMOKRATÉ(předs.V.Železný);14;0.20
2010;70;SDRUŽENÍ PRO PARDUBICE;2200;18.92
2010;10;Občanská demokratická strana;1080;8.58
2010;84;PERNŠTEJN -pol.str.ALTERNATIVA;46;1.15
2018;2006;Strana soukromníků ČR;20;0.19
2014;5002;ANO 2011;1188;15.01
2006;38;Komunistická str.Čech a Moravy;1749;15.87
2010;84;Strana Práv Občanů ZEMANOVCI;45;1.13
2010;66;PARDUBÁCI;1745;14.34
2014;2005;Pard. pro lidi a Souk SsČR,PPL;252;3.51
2014;2016;Komunistická str.Čech a Moravy;1002;10.46
2010;62;Zelená pro Pardubice (SZ, NK);334;3.29
2006;8;Sdružení pro Pardubice;2076;21.98
2010;75;Věci veřejné (VV);67;0.86
2010;75;Česká str.sociálně demokrat.;1701;21.78
2010;52;Koalice pro Pardubice;855;5.41
2002;48;Strana za životní jistoty;16;0.13
2010;89;Občanská demokratická strana;1319;17.31
2014;5011;Koal. pro Pard., KDU-ČSL,NESTR;493;4.44
2018;2003;Strana soukromníků ČR;48;0.51
2002;18;Sdružení pro Pardubice;3380;23.74
2014;7002;Sdružení pro Pard. - SNK ED,NK;2050;16.67
2002;42;Strana za životní jistoty;26;0.27
2010;31;Věci veřejné (VV);181;2.28
2014;1004;Česká str.sociálně demokrat.;1171;13.99
2010;49;Zelená pro Pardubice (SZ, NK);180;1.37
2002;63;Občanská demokratická strana;3843;42.77
2014;1022;TOP 09 a nezávislí;1034;9.28
2014;3001;Pard. pro lidi a Souk SsČR,PPL;23;0.34
2018;5013;Svob.a př.dem.-T.Okamura (SPD);336;5.08
2014;3007;PARDUBÁCI,Sdružení ČSR, NK;1119;9.58
2014;4001;Občanská demokratická strana;2056;9.62
2014;2002;Strana zelených;382;4.73
2010;20;Česká str.sociálně demokrat.;1701;17.07
2014;1021;Občanská demokratická strana;766;7.21
2010;79;PARDUBÁCI;633;9.22
2018;5007;ANO 2011;2748;30.01
2010;28;Zelená pro Pardubice (SZ, NK);367;3.55
2002;28;Komunistická str.Čech a Moravy;1103;9.50
2014;1011;Koal. pro Pard., KDU-ČSL,NESTR;348;3.75
2014;2009;Úsvit přímé demokracie;59;0.82
2014;8001;Občanská demokratická strana;86;4.07
2014;3010;PARDUBÁCI,Sdružení ČSR, NK;656;5.70
2014;5003;Svobodní, Strana svobod.občanů;90;1.47
2018;5002;Pardubice pro lidi;253;2.58
2018;1009;PRO Zdraví a Sport;6;0.07
2010;77;PARDUBÁCI;955;8.97
2014;2018;Pard. pro lidi a Souk SsČR,PPL;179;1.94
2014;3015;PARDUBÁCI,Sdružení ČSR, NK;861;10.39
2002;25;Křesť.demokr.unie-Čs.str.lid.;548;7.13
2010;86;Strana Práv Občanů ZEMANOVCI;561;2.64
2010;30;Strana Práv Občanů ZEMANOVCI;231;1.98
2018;5009;ANO 2011;2849;28.17
2006;84;Sdružení pro Pardubice;774;19.51
2014;2014;Strana zelených;146;1.96
2018;5008;NAŠE PARDUBICE;370;3.67
2018;5015;Občanská demokratická strana;1588;14.25
2002;89;Občanská demokratická strana;2063;23.23
2002;47;Unie svobody-Demokratická unie;270;2.59
2006;54;Koal.pro Pard.,KDU-ČSL+Nestran;540;4.51
2002;2;Česká str.sociálně demokrat.;1021;11.14
2018;7001;Pardubice pro lidi;1024;6.73
2014;1017;Koal. pro Pard., KDU-ČSL,NESTR;493;8.26
2014;3015;Koal. pro Pard., KDU-ČSL,NESTR;179;2.16
2018;2019;Občanská demokratická strana;732;9.33
2014;1002;Koal. pro Pard., KDU-ČSL,NESTR;303;4.17
2018;1017;Občanská demokratická strana;695;11.26
2006;34;Zelená pro Pardubice;539;5.99
2010;69;SDRUŽENÍ PRO PARDUBICE;2479;19.37
2014;5002;Naše Pardubice, FairPlay,NK;264;3.34
2002;14;Komunistická str.Čech a Moravy;1282;15.57
2010;11;Volte Pr.Blok www.cibulka.net;18;0.14
2006;40;Sdružení pro Pardubice;1083;10.99
2018;7005;Koalice pro Pardubice;840;7.36
2014;7004;ZEMANOVCI, Sdružení SPO, NK;0;0.00
2002;90;Unie svobody-Demokratická unie;167;2.06
2006;56;Koruna Česká (monarch.strana);3;0.03
2014;2013;Koal. pro Pard., KDU-ČSL,NESTR;442;4.30
2014;3013;NEZÁVISLÍ;31;0.24
2002;74;Komunistická str.Čech a Moravy;2241;24.66
2014;1008;Občanská demokratická strana;771;12.11
2018;3015;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;6;0.07
2002;9;Sdružení pro Pardubice;1388;13.90
2014;2011;ZEMANOVCI, Sdružení SPO, NK;57;0.83
2002;32;Naděje;229;1.95
2006;46;Sdružení pro Pardubice;3324;24.41
2014;3009;Koal. pro Pard., KDU-ČSL,NESTR;305;3.64
2014;5018;Česká str.sociálně demokrat.;625;11.03
2014;2013;DOMOV;53;0.52
2018;6005;PRO Zdraví a Sport;47;1.04
2018;2013;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;23;0.21
2018;1017;JAUNER Československo 2018;0;0.00
2010;46;PARDUBÁCI;1499;9.50
2010;84;PARDUBÁCI;326;8.15
2006;73;Komunistická str.Čech a Moravy;1540;13.94
2014;5010;Úsvit přímé demokracie;261;2.63
2018;1001;ČSSD a nestran. pro Pardubice;776;7.26
2014;1015;Strana zelených;238;2.44
2002;83;Komunistická str.Čech a Moravy;1451;15.99
2014;2010;Úsvit přímé demokracie;89;1.08
2010;33;Suverenita-blok J.Bobošíkové;184;1.89
2014;3001;Strana zelených;146;2.15
2018;2002;ČSSD a nestran. pro Pardubice;473;5.86
2014;3015;Občanská demokratická strana;835;10.07
2018;1019;ANO 2011;2140;17.18
2014;5013;Koal. pro Pard., KDU-ČSL,NESTR;226;3.77
2010;50;Komunistická str.Čech a Moravy;911;8.47
2002;22;Občanská demokratická strana;3719;28.92
2010;21;Strana Práv Občanů ZEMANOVCI;209;1.67
2010;68;SDRUŽENÍ PRO PARDUBICE;1742;14.77
2010;9;Česká str.sociálně demokrat.;2959;29.09
2018;5016;ČSSD a nestran. pro Pardubice;395;4.16
2014;2011;Sdružení pro Pard. - SNK ED,NK;442;6.43
2018;6005;Občanská demokratická strana;764;16.90
2010;13;Suverenita-blok J.Bobošíkové;181;1.60
2010;51;Občanská demokratická strana;2194;15.06
2018;6004;PRO Zdraví a Sport;108;0.76
2018;3009;Občanská demokratická strana;1361;14.39
2014;5005;Pard. pro lidi a Souk SsČR,PPL;212;2.18
2006;22;Komunistická str.Čech a Moravy;313;8.50
2018;4001;ČSSD a nestran. pro Pardubice;1166;4.85
2002;73;Unie svobody-Demokratická unie;350;3.56
2002;19;Unie svobody-Demokratická unie;476;4.16
2002;50;Unie svobody-Demokratická unie;649;7.34
2006;10;Česká str.sociálně demokrat.;2614;24.70
2018;6003;Komunistická str.Čech a Moravy;878;4.29
2014;2005;PARDUBÁCI,Sdružení ČSR, NK;698;9.72
2002;22;Unie svobody-Demokratická unie;630;4.90
2014;1006;Svobodní, Strana svobod.občanů;445;4.92
2002;25;Naděje;161;2.10
2006;4;Zelená pro Pardubice;932;8.94
2006;54;Komunistická str.Čech a Moravy;982;8.19
2014;6003;Svobodní, Strana svobod.občanů;213;1.42
2010;53;PERNŠTEJN -pol.str.ALTERNATIVA;228;1.38
2014;3015;Svobodní, Strana svobod.občanů;273;3.29
2006;45;Občanská demokratická strana;3608;38.08
2018;1017;PRO Zdraví a Sport;4;0.06
2018;3007;Občanská demokratická strana;2342;18.09
2006;51;Zelená pro Pardubice;816;6.31
2010;82;Volte Pr.Blok www.cibulka.net;22;0.16
2002;50;NEZÁVISLÍ;286;3.24
2018;1017;Sdružení pro Pardubice;284;4.60
2018;5018;Koalice pro Pardubice;177;2.37
2014;7003;NEZÁVISLÍ;74;0.33
2018;5006;Občanská demokratická strana;1490;15.42
2010;14;Zelená pro Pardubice (SZ, NK);128;1.90
2014;3015;Sdružení pro Pard. - SNK ED,NK;829;10.00
2006;36;Sdružení pro Pardubice;2528;23.35
2014;5016;Strana zelených;365;4.33
2010;81;Suverenita-blok J.Bobošíkové;606;3.43
2014;1002;PARDUBÁCI,Sdružení ČSR, NK;632;8.70
2018;1018;Česká pirátská strana;1711;15.48
2014;1008;Sdružení pro Pard. - SNK ED,NK;305;4.79
2002;61;Nezávislí Pardubičtí kandidáti;127;1.33
2010;15;Zelená pro Pardubice (SZ, NK);150;1.22
2018;3010;ANO 2011;4015;29.24
2014;5013;ZEMANOVCI, Sdružení SPO, NK;0;0.00
2014;2014;PARDUBÁCI,Sdružení ČSR, NK;228;3.06
2006;37;Zelená pro Pardubice;686;7.31
2002;27;Strana za životní jistoty;42;0.44
2010;34;Volte Pr.Blok www.cibulka.net;0;0.00
2006;35;Občanská demokratická strana;3608;46.94
2014;3009;PATRIOTI PARDUBIC, PATRIOTI,NK;689;8.23
2014;1020;Naše Pardubice, FairPlay,NK;492;6.59
2002;35;Pravý Blok;25;0.30
2014;2018;Česká str.sociálně demokrat.;2023;21.90
2014;6004;DOMOV;48;0.39
2006;23;Komunistická str.Čech a Moravy;813;8.82
2018;2016;Pardubice pro lidi;173;1.78
2018;6001;ANO 2011;4002;21.29
2014;5006;Strana zelených;355;3.73
2014;3010;Sdružení pro Pard. - SNK ED,NK;1119;9.72
2010;3;Volte Pr.Blok www.cibulka.net;44;0.46
2014;3013;Koal. pro Pard., KDU-ČSL,NESTR;764;5.82
2014;7006;NEZÁVISLÍ;1;0.04
2010;61;SDRUŽENÍ PRO PARDUBICE;2587;19.96
2014;6002;ZEMANOVCI, Sdružení SPO, NK;3;0.02
2010;59;Volte Pr.Blok www.cibulka.net;31;0.21
2018;5013;Strana soukromníků ČR;12;0.18
2018;1018;Občanská demokratická strana;2913;26.36
2002;40;Naděje;499;4.64
2014;3011;Úsvit přímé demokracie;460;3.46
2010;14;Suverenita-blok J.Bobošíkové;103;1.53
2014;2005;Strana zelených;51;0.71
2018;3013;Svob.a př.dem.-T.Okamura (SPD);610;4.40
2014;1006;Občanská demokratická strana;811;8.97
2002;12;Pravý Blok;10;0.08
2010;43;Česká str.sociálně demokrat.;3910;29.40
2018;5013;NAŠE PARDUBICE;268;4.05
2014;1006;PATRIOTI PARDUBIC, PATRIOTI,NK;479;5.30
2002;44;Komunistická str.Čech a Moravy;1283;11.44
2006;57;Zelená pro Pardubice;1328;5.63
2002;15;Pravý Blok;5;0.04
2014;1020;DOMOV;53;0.71
2018;5018;ZA PRÁVA ZVÍŘAT A ZDR. PŘÍRODU;11;0.15
2002;23;Občanská demokratická strana;2233;31.53
2014;1015;Česká str.sociálně demokrat.;1013;10.39
2010;46;Suverenita-blok J.Bobošíkové;336;2.13
2018;1019;Česká pirátská strana;2233;17.93
2018;2016;ČSSD a nestran. pro Pardubice;857;8.81
2018;5012;ANO 2011;1839;21.31
2014;4005;Svobodní, Strana svobod.občanů;464;3.39
2002;10;Občanská demokratická strana;2977;30.35
2002;71;Česká str.sociálně demokrat.;2241;18.03
2010;33;PERNŠTEJN -pol.str.ALTERNATIVA;110;1.13
2014;6003;ZEMANOVCI, Sdružení SPO, NK;8;0.05
2006;49;Komunistická str.Čech a Moravy;1614;12.18
2006;7;Koruna Česká (monarch.strana);12;0.10
2010;7;Strana Práv Občanů ZEMANOVCI;114;1.18
2010;13;Zelená pro Pardubice (SZ, NK);276;2.44
2018;7002;Komunistická str.Čech a Moravy;293;1.92
2002;43;Pravý Blok;3;0.02
2002;10;Nezávislí Pardubičtí kandidáti;103;1.05
2002;72;Sdružení pro Pardubice;1876;11.13
2014;2005;PATRIOTI PARDUBIC, PATRIOTI,NK;128;1.78
2006;36;Komunistická str.Čech a Moravy;342;3.16
2014;6002;Občanská demokratická strana;863;5.35
2014;1011;NEZÁVISLÍ;20;0.22
2018;1005;JAUNER Československo 2018;0;0.00
2014;3012;Česká str.sociálně demokrat.;1159;8.41
2018;6004;ANO 2011;3309;23.21
2010;85;Volte Pr.Blok www.cibulka.net;0;0.00
2018;5015;NAŠE PARDUBICE;422;3.79
2018;3010;JAUNER Československo 2018;0;0.00
2010;26;SDRUŽENÍ PRO PARDUBICE;1901;19.61
